4.289617,0.512514,0
6.599287,-1.327622,0
6.226195,-1.137441,0
6.767404,-1.431346,0
6.915604,1.140241,0
6.753946,1.389559,0
6.827996,-1.069253,0
4.303768,-1.273736,0
7.920021,-1.032907,0
6.090318,0.555864,0
6.360542,1.394611,0
8.058895,0.932467,0
6.756102,0.949489,0
6.877186,1.237278,0
6.702768,-1.163659,0
7.395268,1.325885,0
7.315707,1.018232,0
6.982493,-1.739807,0
7.249175,0.850021,0
6.461947,1.236881,0
6.918399,1.131706,0
6.28763,1.383561,0
6.907442,1.08122,0
7.10447,-0.999369,0
7.050492,-1.103636,0
7.04745,1.464686,0
6.990266,1.355391,0
6.887379,1.384848,0
5.800378,-0.917975,0
7.20772,0.989682,0
6.910412,-1.362737,0
6.93566,-1.314832,0
7.157247,0.58184,0
6.724055,-1.115303,0
6.825272,-0.992187,0
6.981816,0.510298,0
7.439289,-1.085912,0
6.60535,1.007522,0
6.654737,1.088717,0
7.688733,-1.159589,0
6.990366,-0.537522,0
6.368019,-1.14737,0
6.69477,1.010831,0
7.324796,-1.18579,0
7.031353,-0.743469,0
7.11084,-1.118615,0
6.764386,1.082997,0
6.427928,1.149644,0
6.297352,-1.228542,0
7.977524,1.019459,0
7.448165,-1.445268,0
7.546173,-1.059881,0
5.746546,-0.873698,0
7.355723,1.342313,0
6.927027,1.084095,0
7.27193,1.183335,0
5.886922,1.136775,0
7.912154,-0.839195,0
7.531749,-1.141679,0
7.515157,-1.353223,0
6.929328,-0.913638,0
6.718757,-1.030151,0
6.686693,1.573153,0
7.174274,-1.185445,0
6.987128,-0.577987,0
6.477061,1.405033,0
6.621453,-1.260562,0
7.905015,-1.188627,0
7.544881,0.716289,0
6.833376,0.915126,0
6.489201,-1.758671,0
7.0096,1.43226,0
6.723574,0.47149,0
6.778415,-0.830603,0
7.500014,1.091464,0
7.856877,-1.577899,0
6.470525,0.984297,0
7.5778,1.232982,0
6.430467,-1.211147,0
6.872131,1.049599,0
6.714372,-0.677842,0
6.949921,0.912929,0
7.134848,-1.574324,0
7.618947,-0.970972,0
7.552999,-0.839583,0
6.67023,1.198476,0
7.47786,1.522111,0
7.3017,1.091845,0
6.354388,-0.900895,0
7.548061,-1.463863,0
7.183017,1.187102,0
7.107762,0.294285,0
6.934602,-1.485636,0
6.550276,-1.084712,0
6.849383,-1.025958,0
7.054824,1.134286,0
6.915467,0.233653,0
7.33395,-0.960366,0
7.001685,-1.511592,0
6.260645,0.959833,0
7.799329,1.495337,0
7.109525,-0.872606,0
4.139263,-0.642682,0
0.655105,1.249815,1
1.859476,2.093644,1
0.923738,-0.625708,1
0.633164,1.673518,1
2.296556,1.800519,1
0.676061,0.196251,1
0.396542,1.25077,1
-0.08384,1.511713,1
2.103337,1.313772,1
3.31641,-0.05776,1
0.786833,0.297528,1
1.63778,4.006232,1
3.479463,2.55109,1
0.303572,2.047413,1
0.910257,-0.880386,1
1.108083,2.505872,1
3.181567,1.065337,1
1.015986,-0.157931,1
0.949705,-0.673666,1
3.158929,2.617594,1
1.303215,-0.017698,1
1.572401,1.777911,1
1.065439,-1.058054,1
-0.894269,2.868452,1
2.191655,1.17656,1
0.187514,0.716659,1
2.892195,2.316445,1
1.478106,1.210568,1
1.647112,-1.703836,1
1.139531,3.764815,1
0.363266,0.117225,1
1.208688,2.495079,1
3.232124,-0.394731,1
2.23012,-1.25429,1
2.738393,-3.172153,1
2.72469,1.704305,1
1.449623,-1.891359,1
2.784381,0.551899,1
2.524912,2.806593,1
0.671023,-0.767783,1
3.131813,-1.099518,1
1.015847,0.083026,1
2.632872,0.125513,1
0.875613,2.018113,1
2.384927,2.130274,1
0.61266,-0.46292,1
2.524439,-0.956665,1
2.885598,-2.563252,1
1.67648,1.791468,1
1.581076,0.779759,1
0.989526,0.920634,1
0.30589,0.271509,1
3.176946,0.723343,1
1.810368,-1.63568,1
0.34168,0.90927,1
3.649871,-0.191362,1
0.103802,1.87929,1
-0.047601,1.505423,1
1.902472,1.51557,1
3.647874,-0.609994,1
3.289328,-0.091361,1
0.973629,1.52406,1
1.855711,1.007809,1
1.36331,1.570882,1
2.087177,-2.460569,1
1.744689,-2.640666,1
2.470313,-0.618403,1
-0.091327,2.484692,1
1.177793,-0.848085,1
1.472501,-1.549316,1
0.522436,1.422937,1
1.813533,-1.951128,1
-0.42953,1.911332,1
0.342339,1.133254,1
1.423094,-0.177444,1
1.611265,-1.156709,1
2.146348,-1.856893,1
0.546378,2.056451,1
2.434774,-0.224088,1
1.991938,-0.745055,1
2.868677,2.173563,1
1.362157,-0.188989,1
1.308977,-0.798938,1
1.826945,-0.453264,1
1.309368,-1.788216,1
1.782022,-0.76325,1
3.188865,-1.199009,1
1.956509,-0.872962,1
1.56314,-2.232852,1
1.075702,0.941634,1
-0.513141,2.248306,1
2.464245,0.601927,1
1.735438,-2.120959,1
1.649593,2.036453,1
-0.177416,3.694287,1
